article_name,country,revision_id,article_quality,population
Mikko Alatalo,Finland,807443183.0,,5.5
Lasse Hautala,Finland,807443230.0,,5.5
Antti Kaikkonen,Finland,807443274.0,,5.5
Mauri Pekkarinen,Finland,807443372.0,,5.5
Anu Vehviläinen,Finland,807443567.0,,5.5
Annika Saarikko,Finland,807443629.0,,5.5
Simo Rundgren,Finland,807444712.0,,5.5
Janne Seurujärvi,Finland,807444756.0,,5.5
Laura Kolbe,Finland,807445218.0,,5.5
Timo Kalli,Finland,807445285.0,,5.5
Sirkka-Liisa Anttila,Finland,807445322.0,,5.5
Ayub Khan (Emir of Afghanistan),Afghanistan,807356026.0,,36.5
Habibullah Khan,Afghanistan,807390748.0,,36.5
Ashraf Ghani,Afghanistan,807405698.0,,36.5
Qadria Yazdanparast,Afghanistan,807414229.0,,36.5
Hafizullah Shabaz Khail,Afghanistan,807426425.0,,36.5
Savitri Devi,Greece,807340690.0,,10.6
George I of Greece,Greece,807481543.0,,10.6
Chris Huhne,United Kingdom,807292420.0,,66.4
"Herbert Stern, 1st Baron Michelham",United Kingdom,807295005.0,,66.4
"Frank Russell, 2nd Earl Russell",United Kingdom,807304061.0,,66.4
Nicky Gavron,United Kingdom,807314029.0,,66.4
Assassination of Spencer Perceval,United Kingdom,807314064.0,,66.4
George Hargreaves (politician),United Kingdom,807329579.0,,66.4
Michael Howard,United Kingdom,807332648.0,,66.4
"Sir Anthony Meyer, 3rd Baronet",United Kingdom,807333374.0,,66.4
John Rose (Trotskyist),United Kingdom,807336308.0,,66.4
John Bercow,United Kingdom,807337238.0,,66.4
"Alf Dubs, Baron Dubs",United Kingdom,807356309.0,,66.4
Robert FitzRoy,United Kingdom,807358246.0,,66.4
"George Lyttelton, 4th Baron Lyttelton",United Kingdom,807360265.0,,66.4
Enid Lakeman,United Kingdom,807360997.0,,66.4
Edward Brampton,United Kingdom,807380307.0,,66.4
Roy Jenkins,United Kingdom,807390833.0,,66.4
List of the first LGBT holders of political offices in the United Kingdom,United Kingdom,807391106.0,,66.4
Jeremy Balfour,United Kingdom,807393697.0,,66.4
Brian Whittle,United Kingdom,807395412.0,,66.4
Ed Balls,United Kingdom,807396210.0,,66.4
J. F. Fitzgerald,United Kingdom,807407546.0,,66.4
Harriet Harman,United Kingdom,807414124.0,,66.4
James Callaghan,United Kingdom,807445109.0,,66.4
Esther Rantzen,United Kingdom,807451476.0,,66.4
George Strauss,United Kingdom,807459668.0,,66.4
Winston Churchill,United Kingdom,807466316.0,,66.4
Margaret Moran,United Kingdom,807469034.0,,66.4
Bernard Williams,United Kingdom,807476248.0,,66.4
Mark Boleat,United Kingdom,807479783.0,,66.4
List of Irish politicians,Ireland,807385690.0,,4.9
John F. Kennedy,Ireland,807423724.0,,4.9
Chris Murphy (Connecticut politician),Ireland,807425653.0,,4.9
Pat Quinn (politician),Ireland,807434267.0,,4.9
Martin O'Malley,Ireland,807442187.0,,4.9
Eoin O'Duffy,Ireland,807444138.0,,4.9
Chris Dodd,Ireland,807458452.0,,4.9
Habib Ben Yahia,Tunisia,807388519.0,,11.6
"List of members of the parliament of East Timor, 2001–07",East Timorese,638566016.0,Start,
José Abel,East Timorese,699698855.0,Stub,
Rogerio Lobato,East Timorese,712249441.0,Start,
Manuel Magalhaes de Oliveira,East Timorese,720011934.0,Stub,
João Viegas Carrascalão,East Timorese,737687072.0,Start,
Manuel Carrascalão,East Timorese,753061850.0,Stub,
Adalgisa Magno Guterres,East Timorese,755908563.0,Stub,
María do Céu,East Timorese,755908564.0,Start,
Ana Pessoa Pinto,East Timorese,757539934.0,Stub,
Rosa Bonaparte,East Timorese,760534473.0,Stub,
Fernanda Borges,East Timorese,765600414.0,Stub,
Nicolau dos Reis Lobato,East Timorese,772890380.0,Stub,
Adalgisa Ximenes,East Timorese,779579546.0,Stub,
Milena Pires,East Timorese,788017619.0,Start,
Alfredo Pires,East Timorese,788450147.0,Stub,
Mário Viegas Carrascalão,East Timorese,793270640.0,B,
José Abílio Osório Soares,East Timorese,793454583.0,Start,
Roque Rodrigues,East Timorese,796722416.0,Stub,
Avelino Coelho da Silva,East Timorese,796886084.0,Stub,
Manuel Tilman,East Timorese,797040695.0,Stub,
Isabel da Costa Ferreira,East Timorese,797279277.0,B,
Emília Pires,East Timorese,797438594.0,C,
Xanana Gusmão,East Timorese,798242613.0,C,
José Luís Guterres,East Timorese,798334210.0,Start,
Arsénio Bano,East Timorese,798969127.0,Stub,
Nino Konis Santana,East Timorese,799059687.0,Stub,
President of East Timor,East Timorese,799570306.0,Start,
Estanislau da Silva,East Timorese,802072802.0,Start,
José Ramos-Horta,East Timorese,802765398.0,C,
Fernando de Araújo (East Timorese politician),East Timorese,803043434.0,Start,
Taur Matan Ruak,East Timorese,803615826.0,C,
Lúcia Lobato,East Timorese,803664269.0,Start,
Francisco Xavier do Amaral,East Timorese,803969836.0,C,
Vicente Guterres,East Timorese,804966906.0,Start,
Rui Maria de Araújo,East Timorese,805183458.0,Start,
Francisco Guterres,East Timorese,806140876.0,Start,
Wol Akec Akol,South Sudan,807466341.0,,13
Joseph Garang,South Sudan,807470687.0,,13
Muma Gee,Nigeria,807303697.0,,195.9
Habibu Idris Shuaibu,Nigeria,807390679.0,,195.9
Garba Shehu,Nigeria,807392769.0,,195.9
Timi Alaibe,Nigeria,807433018.0,,195.9
Hajiya Zainab Maina,Nigeria,807457836.0,,195.9
Claudio Modesto,Brazil,807462033.0,,209.4
Ha Ryun,"Korea, South",807381183.0,,51.8
Syngman Rhee,"Korea, South",807433654.0,,51.8
Augusto Pinochet,Chile,807366922.0,,18.6
Marco Enríquez-Ominami,Chile,807403096.0,,18.6
Eduardo Artés,Chile,807403506.0,,18.6
Beatriz Sánchez (journalist),Chile,807403570.0,,18.6
Marcel Claude,Chile,807404035.0,,18.6
Tomás Hirsch,Chile,807404200.0,,18.6
Manuel José Ossandón,Chile,807404681.0,,18.6
Ricardo Lagos,Chile,807404761.0,,18.6
Andrés Velasco,Chile,807462137.0,,18.6
Simon Emil Ammitzbøll,Denmark,807366876.0,,5.8
Torsten Schack Pedersen,Denmark,807400100.0,,5.8
Peter Christensen,Denmark,807400247.0,,5.8
Kristian Jensen,Denmark,807400463.0,,5.8
Carl Holst,Denmark,807401010.0,,5.8
Özlem Cekic,Denmark,807453138.0,,5.8
Jonas Dahl,Denmark,807453538.0,,5.8
"List of members of the Løgting, 1974–78",Faroese,643932216.0,Start,
"List of members of the Løgting, 1978–80",Faroese,643932220.0,Start,
"List of members of the Løgting, 1980–84",Faroese,643932225.0,Start,
"List of members of the Løgting, 1984–88",Faroese,643932226.0,Start,
"List of members of the Løgting, 1990–94",Faroese,643932239.0,Start,
"List of members of the Løgting, 1994–98",Faroese,643932242.0,Start,
"List of members of the Løgting, 1998–2002",Faroese,698865505.0,Start,
Tórbjørn Poulsen,Faroese,700400143.0,Stub,
Demmus Hentze,Faroese,701771698.0,Start,
Andrias Christian Evensen,Faroese,714088539.0,Start,
Hákun Djurhuus,Faroese,715330944.0,Stub,
Jógvan Justinusson,Faroese,715490721.0,Stub,
Andrass Samuelsen,Faroese,716137698.0,Stub,
Álvur Kirke,Faroese,721938213.0,Stub,
Rikard Long,Faroese,722336332.0,Start,
Sigurð Joensen,Faroese,722336979.0,Start,
Jógvan Poulsen (1854–1941),Faroese,722590461.0,Start,
Jacob Vestergaard,Faroese,724674137.0,Start,
Johan Simonsen,Faroese,725030656.0,Stub,
Kári P. Højgaard,Faroese,725288194.0,Start,
Kristin Michelsen,Faroese,729422866.0,Start,
Lisbeth L. Petersen,Faroese,734668075.0,C,
Símun av Skarði,Faroese,735578210.0,Stub,
Finnbogi Ísakson,Faroese,748477895.0,Start,
"List of members of the Løgting, 1988–90",Faroese,750074079.0,Start,
Brandur Sandoy,Faroese,750167873.0,Start,
"List of members of the Løgting, 2015–19",Faroese,754952121.0,Start,
"List of members of the Løgting, 2011–15",Faroese,754952298.0,Start,
"List of members of the Løgting, 2008–11",Faroese,754952557.0,Start,
"List of members of the Løgting, 2004–08",Faroese,754952620.0,Start,
"List of members of the Løgting, 2002–04",Faroese,754952690.0,Start,
Bárður á Steig Nielsen,Faroese,756602743.0,Start,
Edmund Joensen,Faroese,756654638.0,Stub,
Jørgen Niclasen,Faroese,756654880.0,Stub,
Jóannes Eidesgaard,Faroese,765947137.0,Start,
Jógvan á Lakjuni,Faroese,765947416.0,Start,
Anfinn Kallsberg,Faroese,773895078.0,Start,
Kaj Leo Johannesen,Faroese,780361487.0,Start,
Rigmor Dam,Faroese,780543271.0,Start,
Hanna Jensen,Faroese,780543417.0,Start,
Sonja Jógvansdóttir,Faroese,780543635.0,Start,
Karin Kjølbro,Faroese,780543692.0,Start,
Jóannes Patursson,Faroese,781915668.0,Start,
Erlendur Patursson,Faroese,784440060.0,Start,
Niels Winther Poulsen,Faroese,789029085.0,Stub,
Bjørt Samuelsen,Faroese,789306157.0,Start,
Jenis av Rana,Faroese,789307497.0,Start,
Heðin Mortensen,Faroese,789307569.0,Start,
Rasmus Effersøe,Faroese,789307632.0,Start,
Trygvi Samuelsen,Faroese,789308387.0,Start,
Eilif Samuelsen,Faroese,789308554.0,Stub,
Jógvan Skorheim,Faroese,789310556.0,Start,
Louis Zachariasen,Faroese,789708924.0,Start,
Annika Olsen,Faroese,792595685.0,Start,
Páll á Reynatúgvu,Faroese,793276089.0,Start,
Atli Dam,Faroese,793277402.0,Start,
Henrik Old,Faroese,793353435.0,Stub,
Marita Petersen,Faroese,793394960.0,Start,
Pauli Ellefsen,Faroese,796170338.0,Start,
Rasmus Rasmussen (writer),Faroese,796170437.0,C,
Peter Mohr Dam,Faroese,797450160.0,Stub,
Knút Wang,Faroese,797493287.0,Start,
Sjúrður Skaale,Faroese,797493405.0,C,
Høgni Hoydal,Faroese,800723683.0,Start,
Kristina Háfoss,Faroese,801638146.0,Start,
Sirið Stenberg,Faroese,802476681.0,Start,
Eyðgunn Samuelsen,Faroese,802515495.0,Stub,
Edva Jacobsen,Faroese,802925425.0,Stub,
Aksel V. Johannesen,Faroese,803145744.0,Start,
Djóni í Geil,Faroese,803656387.0,Start,
Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035.0,Stub,
Annita á Fríðriksmørk,Faroese,806011231.0,Stub,
Katrin Kallsberg,Faroese,806909915.0,Start,
H. C .W. Tórgarð,Faroese,807297374.0,,
Philippe de Villiers,France,807322375.0,,65.1
Claude Pompidou,France,807337496.0,,65.1
Nelly Olin,France,807416682.0,,65.1
"Henry I, Duke of Guise",France,807426104.0,,65.1
Bruno Bilde,France,807446122.0,,65.1
Pacôme Rupin,France,807446719.0,,65.1
Rama Yade,France,807457426.0,,65.1
Hafez Musa Ali Basha,Albania,807423285.0,,2.9
Hafëz Jusuf Azemi,Albania,807427674.0,,2.9
Edi Rama,Albania,807436239.0,,2.9
Hajredin Çeliku,Albania,807458594.0,,2.9
Haki Toska,Albania,807479431.0,,2.9
Grace Mugabe,Zimbabwe,807337237.0,,14
Guy Clutton-Brock,Zimbabwe,807442408.0,,14
James Bisset (mayor),Cape Colony,647367482.0,Start,
Augustus Joseph Tancred,Cape Colony,651250302.0,Stub,
Johan Conrad Silberbauer,Cape Colony,653467222.0,Stub,
James Cotterell Hoole,Cape Colony,666596918.0,Stub,
Patrick Goold,Cape Colony,670210734.0,Start,
Andries Botha,Cape Colony,676828191.0,B,
Charles William Hutton,Cape Colony,680205631.0,C,
John Blades Currey,Cape Colony,693624260.0,Stub,
Joseph Orpen,Cape Colony,715016315.0,C,
Klaas Afrikaner,Cape Colony,718462130.0,Stub,
Christian Groepe,Cape Colony,723563811.0,B,
William Hume (Cape politician),Cape Colony,724976433.0,Start,
James Sivewright,Cape Colony,731817397.0,C,
William Downes Griffith,Cape Colony,731908828.0,Start,
John Sweet Distin,Cape Colony,737348283.0,Start,
John Thomas Eustace,Cape Colony,746923352.0,C,
Jeremias Ziervogel,Cape Colony,750299694.0,C,
Henry Latham Currey,Cape Colony,757832561.0,Start,
Henry Juta,Cape Colony,765333482.0,Stub,
Simeon Jacobs,Cape Colony,767856232.0,C,
William Schreiner,Cape Colony,771024710.0,C,
George Strahan,Cape Colony,775481498.0,Start,
John Bardwell Ebden,Cape Colony,776725178.0,Start,
Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359.0,C,
Charles Abercrombie Smith,Cape Colony,783249147.0,C,
Charles Brownlee,Cape Colony,783250295.0,C,
George Cathcart,Cape Colony,784693349.0,Start,
Henry Torrens,Cape Colony,784726341.0,Start,
Frederick Schermbrucker,Cape Colony,784765242.0,Start,
Richard Solomon (Attorney General),Cape Colony,784829553.0,Start,
Walter Hely-Hutchinson,Cape Colony,784862369.0,Start,
Henry White (Cape Treasurer General),Cape Colony,785566972.0,C,
Jacobus Wilhelmus Sauer,Cape Colony,786142993.0,C,
Charles Lennox Stretch,Cape Colony,786803200.0,Start,
John Tengo Jabavu,Cape Colony,786916027.0,Start,
Philip John Stigant,Cape Colony,786972727.0,Start,
Henry Pottinger,Cape Colony,787552653.0,C,
Thomas Charles Scanlen,Cape Colony,788098639.0,C,
Saul Solomon,Cape Colony,788361321.0,C,
Thomas Upington,Cape Colony,788717893.0,C,
Andries Stockenström (judge),Cape Colony,789120101.0,C,
Robert Wynyard,Cape Colony,789258720.0,C,
"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927.0,C,
Philip Edmond Wodehouse,Cape Colony,792178662.0,C,
Charles Aken Fairbridge,Cape Colony,793643575.0,Stub,
William Howley Goodenough,Cape Colony,794193433.0,Start,
George Thomas Napier,Cape Colony,794346758.0,Start,
William Butler (British Army officer),Cape Colony,794705198.0,C,
"Sir George Yonge, 5th Baronet",Cape Colony,795625420.0,C,
Christoffel Brand,Cape Colony,796352977.0,C,
Henry Barkly,Cape Colony,796646347.0,C,
Lord Charles Somerset,Cape Colony,797029963.0,Start,
Benjamin D'Urban,Cape Colony,797735815.0,C,
John Charles Molteno,Cape Colony,797978795.0,C,
"George Macartney, 1st Earl Macartney",Cape Colony,798165649.0,C,
William Porter (Attorney General),Cape Colony,798383131.0,C,
David Tennant (politician),Cape Colony,798742813.0,C,
Andries Stockenström,Cape Colony,799373837.0,B,
"Sir Harry Smith, 1st Baronet",Cape Colony,799472552.0,C,
Charles Henry Darling,Cape Colony,800159179.0,Start,
John Paterson (Cape politician),Cape Colony,800767317.0,C,
John X. Merriman,Cape Colony,801351302.0,C,
Mpilo Walter Benson Rubusana,Cape Colony,801417570.0,C,
Henry Hugh Clifford,Cape Colony,801856640.0,C,
James Tennant Molteno,Cape Colony,801935094.0,C,
Leander Starr Jameson,Cape Colony,803177433.0,C,
Henry Bartle Frere,Cape Colony,803288472.0,B,
"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116.0,C,
"Henry Loch, 1st Baron Loch",Cape Colony,803618569.0,C,
Francis Dundas,Cape Colony,803908887.0,Start,
Lowry Cole,Cape Colony,804277547.0,Start,
"Sir David Baird, 1st Baronet",Cape Colony,804362436.0,C,
James Rose Innes,Cape Colony,804497413.0,FA,
Nicolaas Frederic de Waal,Cape Colony,805157563.0,Stub,
"John Charles Molteno, Jr.",Cape Colony,805678535.0,C,
"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015.0,C,
Gordon Sprigg,Cape Colony,806340214.0,C,
Cecil Rhodes,Cape Colony,806647373.0,B,
George Grey,Cape Colony,807290539.0,,
Peregrine Maitland,Cape Colony,807330872.0,,
Thomas Francis Wade,Cape Colony,807401513.0,,
Liviu Dragnea,Romania,807458239.0,,19.5
Mircea Geoană,Romania,807458462.0,,19.5
Valeriu Zgonea,Romania,807458599.0,,19.5
Dan Șova,Romania,807459259.0,,19.5
Radu Câmpeanu,Romania,807459603.0,,19.5
Nicușor Dan,Romania,807459726.0,,19.5
Hunor Kelemen,Romania,807459802.0,,19.5
H. R. Mithrapala,Sri Lanka,807304132.0,,21.7
James Aubrey Martensz,Sri Lanka,807422925.0,,21.7
Hugo Fernández Artucio,Uruguay,807336947.0,,3.5
Daniel Castellanos Arteaga,Uruguay,807390177.0,,3.5
Princess Elizabeth Nantale Mulondo,Uganda,807467793.0,,44.1
Juan Manuel Santos,Colombia,807303118.0,,49.8
Tomás Herrán,Colombia,807457549.0,,49.8
Alexandru Caraman,Moldova,807438336.0,,3.5
Umarali Quvvatov,Tajikistan,807396058.0,,9.1
Hasan Čengić,Bosnia-Herzegovina,807311100.0,,3.5
Ognjen Tadić,Bosnia-Herzegovina,807404871.0,,3.5
Hakija Turajlić,Bosnia-Herzegovina,807479443.0,,3.5
"List of members of the National Assembly (South Korea), 1950–54",South Korean,663348266.0,Stub,
Park In-won,South Korean,703478926.0,Stub,
Kim Seung-kew,South Korean,716323288.0,Stub,
Seo Young-kyo,South Korean,717405394.0,Start,
Lee Wu-jong,South Korean,723064614.0,Stub,
Yu In-chon,South Korean,760062536.0,Start,
Kim Wan-ju,South Korean,770622878.0,Stub,
Park Yong-jin,South Korean,770623036.0,Start,
Lee Jong-kul,South Korean,770757174.0,Stub,
Kim Hyun-jong,South Korean,770760118.0,Stub,
Shin Ki-ha,South Korean,774367693.0,Stub,
Lee Chunhee,South Korean,775234175.0,Stub,
Ahn Dae-hee,South Korean,775458263.0,Stub,
Ahn Gyu-baek,South Korean,775458608.0,Start,
Park Hong-keun,South Korean,775458639.0,Start,
Ahn Sang-yeong,South Korean,777008205.0,Stub,
Jang Deok-jin,South Korean,777070214.0,Stub,
Kim Jae-soon,South Korean,778915319.0,Stub,
Kim Jin-sun,South Korean,778916810.0,Stub,
Kim Il-ung,South Korean,779544705.0,Stub,
Koo Kyo-hyun,South Korean,779544873.0,Stub,
Ji Sang-wook,South Korean,780227423.0,Start,
Chung Hong-won,South Korean,781133659.0,Start,
Kim Byong-joon,South Korean,781134255.0,Stub,
Hong Ihk-pyo,South Korean,782498395.0,Start,
Jeon Soon-ok,South Korean,782649404.0,Stub,
Lee Hae-chan,South Korean,785317852.0,Start,
Yu Myung-hwan,South Korean,790178486.0,Stub,
Yoon Young-kwan,South Korean,790178940.0,Start,
Yoon Jeung-hyun,South Korean,790179508.0,Stub,
Suh Sang-chul,South Korean,790180349.0,Start,
Bak Maeng-woo,South Korean,790471224.0,C,
Lee Wan-koo,South Korean,791389950.0,Start,
Kim Chang-ryong,South Korean,792037093.0,Start,
Yun Duk-min,South Korean,794638210.0,Stub,
Cheong Yang-seog,South Korean,795546187.0,Stub,
Chin Young,South Korean,795546191.0,Start,
Kim Kwan-yong,South Korean,795546228.0,Start,
Lee Hahn-koo,South Korean,795546245.0,Stub,
Lee Jung-hyun (politician),South Korean,795546256.0,Stub,
Kim Chong-hoh,South Korean,797806095.0,Stub,
Chung Ho-yong,South Korean,798295710.0,Stub,
Lee Jae-myung,South Korean,798611948.0,Stub,
Lee Nak-hoon,South Korean,799083872.0,C,
Yoo Il-ho,South Korean,799945764.0,Stub,
Park Young-sun,South Korean,800258105.0,C,
Kwon Young-ghil,South Korean,800896932.0,Start,
In Jae-keun,South Korean,800896981.0,Stub,
Kang Kum-sil,South Korean,802728876.0,Stub,
Park Yong-ok,South Korean,802955917.0,Stub,
Jeon Hye-sook,South Korean,803383030.0,Stub,
Kim Un-yong,South Korean,803838269.0,Start,
Sim Sang-jung,South Korean,804816596.0,C,
Kim So-yeon (activist),South Korean,804817210.0,Start,
Yi Yun-yong,South Korean,804962117.0,Stub,
Byeon Yeong-tae,South Korean,804962160.0,Stub,
Lee Beom-seok (foreign minister),South Korean,804962170.0,Stub,
Yoo Chang-soon,South Korean,804968129.0,Stub,
Lee Hyun-jae,South Korean,804968364.0,Stub,
Hyun Soong-jong,South Korean,804968483.0,Stub,
Yun Byung-se,South Korean,804971432.0,Stub,
Kim Sung-hwan (politician),South Korean,804971477.0,Stub,
Kim Suk-soo,South Korean,804971686.0,Stub,
Kim Hwang-sik,South Korean,804971888.0,Start,
Chang Sang,South Korean,804972263.0,Stub,
Chang Taek-sang,South Korean,805053478.0,Start,
"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721.0,Stub,
Lim Su-kyung,South Korean,805293256.0,C,
Ki Dong-min,South Korean,805956890.0,Start,
Shin Sung-mo,South Korean,805991409.0,Stub,
Chun Jung-bae,South Korean,806073279.0,Start,
"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996.0,Start,
Han Duck-soo,South Korean,806124709.0,Start,
Roh Tae-woo,South Korean,806145466.0,C,
Han Myeong-sook,South Korean,806182207.0,C,
Choo Mi-ae,South Korean,806184478.0,C,
Na Kyung-won,South Korean,806319565.0,Start,
Min Byung-doo,South Korean,806399005.0,Start,
Choe Kwang-shik,South Korean,806439224.0,Stub,
Choi Kyu-hah,South Korean,806462613.0,C,
Won Sei-hoon,South Korean,806511942.0,Stub,
Won Yoo-chul,South Korean,806512047.0,Stub,
Kim Boo-kyum,South Korean,806555857.0,Start,
Baek Du-jin,South Korean,806590508.0,Stub,
"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773.0,Start,
Park Chung-hee,South Korean,806801805.0,B,
Chun Doo-hwan,South Korean,806846283.0,C,
Roh Moo-hyun,South Korean,806852494.0,B,
Lee Jung-hee,South Korean,807021657.0,Start,
Song Yo-chan,South Korean,807029190.0,Stub,
Kitack Lim,South Korean,807057020.0,Start,
Park Geun-hye,South Korean,807060237.0,B,
Do Jong-hwan,South Korean,807122658.0,Start,
Assassination of Park Chung-hee,South Korean,807142261.0,C,
Geum Min,South Korean,807404528.0,,
Nam Duck-woo,South Korean,807423123.0,,
John Tamihere,New Zealand,807291733.0,,4.9
Dove-Myer Robinson,New Zealand,807314200.0,,4.9
Ken Mair,New Zealand,807335626.0,,4.9
Electoral history of George Grey,New Zealand,807339767.0,,4.9
Thomas Ellison,New Zealand,807368808.0,,4.9
Winston Peters,New Zealand,807372285.0,,4.9
Freda Ellen Barnes,New Zealand,807406519.0,,4.9
Ian Lawrence (mayor),New Zealand,807408010.0,,4.9
John Key,New Zealand,807420229.0,,4.9
Wizard of New Zealand,New Zealand,807438625.0,,4.9
James Shaw (New Zealand politician),New Zealand,807446716.0,,4.9
Jan Logie,New Zealand,807449963.0,,4.9
Jacinda Ardern,New Zealand,807473769.0,,4.9
Kazys Boruta,Lithuania,807359819.0,,2.8
Basuki Tjahaja Purnama,Indonesia,807360518.0,,265.2
Djarot Saiful Hidayat,Indonesia,807462231.0,,265.2
José Manuel Coelho,Portugal,807340614.0,,10.3
Armando Vara,Portugal,807341268.0,,10.3
João Torres,Portugal,807428962.0,,10.3
António Costa,Portugal,807450296.0,,10.3
Annemie Neyts-Uyttebroeck,Belgium,807357497.0,,11.4
Jacques Brotchi,Belgium,807468820.0,,11.4
Rudi Vis,Netherlands,807334616.0,,17.2
Cora van Nieuwenhuizen,Netherlands,807357331.0,,17.2
Melanie Schultz van Haegen,Netherlands,807357473.0,,17.2
Thierry Baudet,Netherlands,807361923.0,,17.2
Carola Schouten,Netherlands,807387885.0,,17.2
Mark Harbers,Netherlands,807395021.0,,17.2
Kajsa Ollongren,Netherlands,807395230.0,,17.2
Johan de Witt,Netherlands,807397131.0,,17.2
Ank Bijleveld,Netherlands,807468322.0,,17.2
Shihab dynasty,Lebanon,807327481.0,,6.1
Hadi Hobeich,Lebanon,807411388.0,,6.1
Hagop Kassarjian,Lebanon,807433420.0,,6.1
Heiða Kristín Helgadóttir,Iceland,807398224.0,,0.4
Chernor Maju Bah,Sierra Leone,807375109.0,,7.7
Mamytov Mitalip,Kyrgyzstan,807418367.0,,6.1
Askar Akayev,Kyrgyzstan,807451757.0,,6.1
First Ladies and Gentlemen of Kyrgyzstan,Kyrgyzstan,807454951.0,,6.1
Marcello Dell'Utri,Italy,807443218.0,,60.6
Josip Ferfolja,Italy,807461979.0,,60.6
Lodovico Ligato,Italy,807471658.0,,60.6
Adriana Dávila Fernández,Mexico,807345706.0,,130.8
Humberto Dávila Esquivel,Mexico,807345818.0,,130.8
Norma Violeta Dávila Salinas,Mexico,807345969.0,,130.8
Emiliano Zapata,Mexico,807417149.0,,130.8
Francisco González de la Vega,Mexico,807433894.0,,130.8
Reza Khelili Dylami,Sweden,807354943.0,,10.2
Hans Järta,Sweden,807395051.0,,10.2
Albrecht Elof Ihre,Sweden,807424442.0,,10.2
Gustaf Algernon Stierneld,Sweden,807424901.0,,10.2
Adem Somyurek,Turkey,807332081.0,,81.3
Mustafa Suphi,Turkey,807394220.0,,81.3
Hakan Şükür,Turkey,807460224.0,,81.3
Tunahan Kuzu,Turkey,807475476.0,,81.3
Philibert Tsiranana,Madagascar,807414632.0,,26.3
Andre Resampa,Madagascar,807415062.0,,26.3
Jacques Rabemananjara,Madagascar,807415162.0,,26.3
List of Presidents of Madagascar,Madagascar,807415432.0,,26.3
Abdilqadir Ali Omar,Somalia,807321283.0,,15.2
Edna Adan Ismail,Somalia,807340726.0,,15.2
Hassan Sheikh Mohamud,Somalia,807357845.0,,15.2
Haji Farah Ali Omar,Somalia,807456561.0,,15.2
Siad Barre,Somalia,807477894.0,,15.2
Jozef Miloslav Hurban,Slovakia,807370008.0,,5.4
Robert Fico,Slovakia,807388887.0,,5.4
Lucky Sherpa,Nepal,807305558.0,,29.7
Suresh Ale Magar,Nepal,807322037.0,,29.7
Bal Chandra Poudel,Nepal,807359562.0,,29.7
Toluono Feti,Samoan,671515606.0,Stub,
James Ah Koy,Samoan,704919844.0,B,
Va'aelua Eti Alesana,Samoan,705218371.0,Start,
Misa Telefoni Retzlaff,Samoan,706207837.0,Start,
Luagalau Levaula Kamu,Samoan,706804758.0,Stub,
Leafa Vitale,Samoan,706837234.0,Stub,
Niko Lee Hang,Samoan,707525246.0,Stub,
Tuu'u Anasi'i Leota,Samoan,707525315.0,Stub,
Tuiloma Pule Lameko,Samoan,707750982.0,Stub,
Laauli Leuatea Polataivao,Samoan,714244543.0,Stub,
To’alepaiali’i Toeolesulusulu Salesa III,Samoan,717442173.0,Stub,
Namulau’ulu Vavae Tuilagi,Samoan,718995854.0,Stub,
Lefau Harry Schuster,Samoan,719691980.0,Stub,
Tuitama Talalelei Tuitama,Samoan,723152770.0,Stub,
Le Mamea Matatumua Ata,Samoan,726724077.0,Stub,
Tole’afoa Solomona To’ailoa,Samoan,726724455.0,Stub,
Lealailepule Rimoni Aiafi,Samoan,738999542.0,Start,
Va'ai Papu Vailupe,Samoan,739170575.0,Start,
Palusalue Fa’apo II,Samoan,739170586.0,Start,
Tolofuaivalelei Falemoe Lei’ataua,Samoan,739170620.0,Start,
A'eau Peniamina,Samoan,739170646.0,Start,
Patu Ativalu,Samoan,739170663.0,Stub,
Sua Sulu'ape Paulo II,Samoan,740773350.0,C,
Asiata Sale'imoa Va'ai,Samoan,745204530.0,Stub,
Aiono Nonumalo Sofara,Samoan,748298776.0,Stub,
Mata'afa Faumuina Fiame Mulinu'u I,Samoan,748384437.0,Start,
Fiame Mata'afa Faumuina Mulinu'u II,Samoan,748477510.0,C,
Matatumua Maimoana,Samoan,757107378.0,C,
Laulu Fetauimalemau Mata'afa,Samoan,757107952.0,C,
Fiame Naomi Mata'afa,Samoan,757562316.0,Start,
Safuneitu'uga Pa'aga Neri,Samoan,757616961.0,Stub,
Gatoloaifaana Amataga Alesana-Gidlow,Samoan,758953501.0,Stub,
Tuala Ainiu Iusitino,Samoan,762572848.0,Stub,
Paul Alan Cox,Samoan,767363297.0,C,
Tuala Falenaoti Tiresa Malietoa,Samoan,771267864.0,Stub,
Toi Aukuso Cain,Samoan,771651038.0,Stub,
Muagututagata Peter Ah Him,Samoan,780759402.0,Stub,
Sua Rimoni Ah Chong,Samoan,782134923.0,Start,
Luamanuvao Winnie Laban,Samoan,782465136.0,Start,
Order of Merit of Samoa,Samoan,782768517.0,Stub,
